id;nombre;tipo;stock;precio;requiere_receta
10461;Ranitidina 4 mg/mL Aerosol Blíster x20;Antibiotico;55;33.67;NO
10462;Cefalexina 669 mg Aerosol Blíster x20;Antimicotico;179;66.30;NO
10463;Complejo B 7 mg/mL Solución Tubo 30 g;Antimicotico;70;88.78;SI
10464;Hierro 855 mg Gotas Tubo 60 g;Broncodilatador;204;32.89;SI
10465;Hierro 339 mg Champú Tubo 60 g;Analgesico;47;34.84;SI
10466;Amoxicilina 710 mg Jarabe Tubo 15 g;Antiinflamatorio;245;42.63;SI
10467;Amoxicilina 640 mg Solución Blíster x30;Antiinflamatorio;111;30.94;SI
10468;Zinc 537 mg Aerosol Blíster x10;Dermocosmetica;113;49.71;NO
10469;Hierro 19 mg/mL Cápsula Frasco 100 mL;Antigripal;61;44.46;SI
10470;Dexametasona 250 mg Champú Frasco 120 mL;Antibiotico;243;59.84;SI
10471;Hierro 6 mg/mL Loción Blíster x30;Antiinflamatorio;73;31.32;NO
10472;Clotrimazol 17 mg/mL Crema Blíster x20;Dermocosmetica;53;5.61;NO
10473;Amlodipino 934 mg Cápsula Blíster x30;Antibiotico;112;82.87;NO
10474;Azitromicina 143 mg Crema Tubo 15 g;Antigripal;219;38.12;NO
10475;Amoxicilina 19 mg/mL Ungüento Frasco 100 mL;Antibiotico;63;22.21;SI
10476;Ambroxol 146 mg Jarabe Frasco 60 mL;Antiinflamatorio;20;45.98;SI
10477;Amoxicilina 652 mg Solución Frasco 60 mL;Antimicotico;209;36.91;SI
10478;Hierro 105 mg Solución Frasco 120 mL;Antimicotico;60;6.95;SI
10479;Hidrocortisona 701 mg Tableta Frasco 120 mL;Broncodilatador;206;24.75;SI
10480;Omeprazol 704 mg Champú Tubo 30 g;Antimicotico;30;96.09;NO
10481;Losartán 172 mg Loción Tubo 60 g;Antiacido;205;41.59;NO
10482;Paracetamol 266 mg Champú Frasco 100 mL;Broncodilatador;168;89.03;NO
10483;Ambroxol 14 mg/mL Aerosol Frasco 100 mL;Dermocosmetica;146;48.16;SI
10484;Losartán 2 mg/mL Crema Blíster x10;Antigripal;32;82.46;NO
10485;Azitromicina 988 mg Aerosol Tubo 15 g;Analgesico;123;33.45;NO
10486;Omeprazol 781 mg Jarabe Blíster x20;Antigripal;19;48.98;SI
10487;Naproxeno 617 mg Crema Frasco 120 mL;Antibiotico;163;18.43;SI
10488;Loratadina 11 mg/mL Jarabe Tubo 60 g;Antiacido;108;26.40;SI
10489;Fluconazol 182 mg Inyectable Blíster x30;Vitaminas;180;82.94;SI
10490;Ibuprofeno 138 mg Solución Frasco 120 mL;Antigripal;47;24.32;SI
10491;Omeprazol 436 mg Suspensión Blíster x20;Antiacido;78;66.37;SI
10492;Ketoconazol 850 mg Jarabe Tubo 60 g;Antibiotico;246;88.19;SI
10493;Complejo B 623 mg Gel Blíster x10;Vitaminas;155;19.28;NO
10494;Omeprazol 147 mg Solución Frasco 60 mL;Vitaminas;183;15.76;SI
10495;Acetilcisteína 575 mg Crema Blíster x30;Analgesico;44;60.55;NO
10496;Clotrimazol 5 mg/mL Inyectable Tubo 15 g;Antiacido;156;48.10;NO
10497;Atorvastatina 629 mg Solución Frasco 120 mL;Analgesico;204;41.41;NO
10498;Capsaicina 923 mg Crema Frasco 60 mL;Dermocosmetica;111;54.17;NO
10499;Cefalexina 365 mg Tableta Tubo 60 g;Antiinflamatorio;95;69.07;SI
10500;Atorvastatina 86 mg Jarabe Blíster x20;Antihistaminico;4;46.31;SI
10501;Acetilcisteína 617 mg Crema Tubo 15 g;Antibiotico;87;69.74;NO
10502;Ibuprofeno 791 mg Champú Frasco 100 mL;Dermocosmetica;71;48.11;NO
10503;Ketoconazol 204 mg Jarabe Blíster x10;Antigripal;64;39.78;SI
10504;Diclofenaco 17 mg/mL Ungüento Blíster x20;Antiacido;223;10.30;SI
10505;Vitamina C 722 mg Ungüento Blíster x20;Vitaminas;123;35.55;SI
10506;Capsaicina 62 mg Solución Tubo 15 g;Analgesico;6;84.07;NO
10507;Ketoconazol 34 mg Ungüento Frasco 120 mL;Vitaminas;240;96.23;SI
10508;Cefalexina 320 mg Gel Tubo 15 g;Broncodilatador;106;29.28;NO
10509;Cefalexina 876 mg Loción Tubo 60 g;Antibiotico;242;43.81;SI
10510;Metformina 505 mg Aerosol Frasco 100 mL;Antiacido;156;78.83;SI
10511;Atorvastatina 51 mg Gel Tubo 60 g;Antiacido;31;49.32;NO
10512;Azitromicina 953 mg Solución Frasco 60 mL;Antimicotico;230;66.38;SI
10513;Amlodipino 17 mg/mL Champú Frasco 100 mL;Antimicotico;71;96.25;NO
10514;Loratadina 724 mg Loción Blíster x20;Antihistaminico;211;24.37;SI
10515;Zinc 846 mg Loción Frasco 100 mL;Antibiotico;48;10.64;NO
10516;Cefalexina 904 mg Aerosol Tubo 60 g;Analgesico;226;6.60;NO
10517;Salbutamol 207 mg Gel Frasco 60 mL;Antibiotico;228;87.12;SI
10518;Clotrimazol 913 mg Cápsula Frasco 100 mL;Analgesico;208;40.96;NO
10519;Amoxicilina 631 mg Solución Tubo 30 g;Antiacido;71;18.01;SI
10520;Losartán 475 mg Suspensión Blíster x10;Analgesico;134;97.73;SI
10521;Ambroxol 18 mg/mL Gotas Frasco 60 mL;Broncodilatador;90;84.46;SI
10522;Ibuprofeno 120 mg Aerosol Blíster x30;Antiinflamatorio;208;17.53;NO
10523;Amlodipino 138 mg Solución Frasco 100 mL;Analgesico;232;97.96;NO
10524;Dexametasona 3 mg/mL Ungüento Tubo 30 g;Antiacido;134;74.17;SI
10525;Zinc 972 mg Jarabe Frasco 120 mL;Antihistaminico;175;46.10;NO
10526;Capsaicina 240 mg Jarabe Frasco 120 mL;Antiinflamatorio;46;38.81;SI
10527;Losartán 343 mg Aerosol Frasco 100 mL;Dermocosmetica;3;30.56;NO
10528;Ibuprofeno 754 mg Jarabe Tubo 15 g;Antiinflamatorio;45;67.25;NO
10529;Ambroxol 743 mg Gel Blíster x30;Antimicotico;191;75.59;SI
10530;Paracetamol 756 mg Jarabe Frasco 100 mL;Antibiotico;200;79.18;NO
10531;Omeprazol 649 mg Cápsula Blíster x30;Vitaminas;116;33.99;NO
10532;Losartán 12 mg/mL Ungüento Blíster x20;Vitaminas;116;17.22;NO
10533;Omeprazol 205 mg Suspensión Frasco 60 mL;Analgesico;171;27.89;NO
10534;Paracetamol 207 mg Inyectable Tubo 60 g;Antibiotico;46;6.56;SI
10535;Diclofenaco 73 mg Tableta Blíster x20;Antibiotico;123;5.77;NO
10536;Capsaicina 674 mg Gel Frasco 60 mL;Antiinflamatorio;136;36.78;SI
10537;Fluconazol 884 mg Gel Tubo 60 g;Antibiotico;128;75.56;NO
10538;Ibuprofeno 505 mg Ungüento Blíster x30;Broncodilatador;107;73.61;NO
10539;Ibuprofeno 9 mg/mL Champú Frasco 120 mL;Antiacido;211;65.11;NO
10540;Diclofenaco 642 mg Tableta Blíster x10;Antimicotico;205;57.12;SI
10541;Loratadina 331 mg Jarabe Frasco 120 mL;Vitaminas;74;74.76;NO
10542;Ketoconazol 186 mg Tableta Tubo 60 g;Broncodilatador;86;18.11;SI
10543;Naproxeno 469 mg Gel Blíster x30;Antigripal;224;99.66;SI
10544;Omeprazol 356 mg Champú Frasco 60 mL;Antihistaminico;233;7.25;NO
10545;Ranitidina 667 mg Suspensión Frasco 100 mL;Vitaminas;8;58.48;NO
10546;Amlodipino 915 mg Loción Frasco 120 mL;Antiinflamatorio;1;29.91;NO
10547;Azitromicina 315 mg Cápsula Blíster x20;Vitaminas;127;98.99;SI
10548;Salbutamol 29 mg Cápsula Tubo 15 g;Dermocosmetica;240;51.87;NO
10549;Vitamina C 379 mg Loción Tubo 30 g;Broncodilatador;150;6.86;NO
10550;Losartán 489 mg Suspensión Frasco 100 mL;Antimicotico;240;10.21;SI
10551;Paracetamol 254 mg Inyectable Tubo 15 g;Antigripal;161;16.58;NO
10552;Hidrocortisona 2 mg/mL Tableta Tubo 60 g;Broncodilatador;121;75.37;NO
10553;Fluconazol 282 mg Solución Blíster x20;Antihistaminico;159;48.64;NO
10554;Naproxeno 951 mg Tableta Blíster x10;Antimicotico;218;55.14;SI
10555;Zinc 776 mg Gel Blíster x20;Antimicotico;177;98.52;NO
10556;Clindamicina 10 mg/mL Cápsula Frasco 60 mL;Antimicotico;238;50.25;NO
10557;Capsaicina 546 mg Loción Blíster x10;Dermocosmetica;215;68.54;SI
10558;Ambroxol 538 mg Inyectable Blíster x30;Antiacido;29;73.67;NO
10559;Clotrimazol 982 mg Gotas Tubo 15 g;Antimicotico;211;65.73;SI
10560;Metformina 3 mg/mL Loción Blíster x20;Antimicotico;216;64.80;NO
10561;Fluconazol 712 mg Suspensión Frasco 120 mL;Antibiotico;184;90.98;NO
10562;Ranitidina 401 mg Suspensión Frasco 120 mL;Antihistaminico;131;67.89;SI
10563;Clotrimazol 574 mg Jarabe Tubo 60 g;Analgesico;227;63.12;SI
10564;Losartán 395 mg Gel Blíster x20;Antigripal;134;23.27;SI
10565;Zinc 200 mg Cápsula Frasco 100 mL;Antihistaminico;211;47.99;SI
10566;Complejo B 22 mg Champú Tubo 60 g;Broncodilatador;49;66.81;SI
10567;Clindamicina 390 mg Tableta Frasco 60 mL;Broncodilatador;67;49.96;SI
10568;Clindamicina 150 mg Tableta Blíster x10;Antimicotico;86;84.80;SI
10569;Amoxicilina 778 mg Gel Frasco 100 mL;Vitaminas;214;30.36;SI
10570;Ketoconazol 213 mg Suspensión Tubo 60 g;Analgesico;67;89.26;NO
10571;Complejo B 670 mg Solución Frasco 100 mL;Antibiotico;237;32.13;NO
10572;Azitromicina 12 mg/mL Crema Frasco 100 mL;Antimicotico;196;89.60;SI
10573;Fluconazol 20 mg/mL Tableta Frasco 100 mL;Broncodilatador;5;96.62;SI
10574;Clindamicina 511 mg Gel Tubo 15 g;Antiacido;241;13.74;SI
10575;Acetilcisteína 826 mg Gel Tubo 60 g;Antiacido;71;97.18;SI
10576;Hidrocortisona 9 mg Champú Tubo 15 g;Antibiotico;158;48.79;NO
10577;Complejo B 838 mg Aerosol Frasco 120 mL;Antihistaminico;2;75.61;NO
10578;Atorvastatina 255 mg Inyectable Tubo 60 g;Antiacido;213;36.62;SI
10579;Hidrocortisona 913 mg Ungüento Tubo 15 g;Vitaminas;134;17.35;SI
10580;Complejo B 608 mg Suspensión Frasco 60 mL;Antigripal;240;66.78;SI
10581;Atorvastatina 954 mg Champú Tubo 60 g;Analgesico;56;74.34;NO
10582;Zinc 375 mg Aerosol Tubo 15 g;Vitaminas;225;33.91;NO
10583;Omeprazol 356 mg Jarabe Blíster x30;Antiacido;71;17.56;SI
10584;Azitromicina 10 mg/mL Suspensión Blíster x20;Antimicotico;243;35.99;SI
10585;Salbutamol 630 mg Crema Blíster x30;Vitaminas;238;58.16;NO
10586;Ketoconazol 934 mg Inyectable Tubo 60 g;Analgesico;112;48.43;NO
10587;Ibuprofeno 1 mg/mL Loción Blíster x10;Antiacido;224;15.32;NO
10588;Metformina 4 mg/mL Inyectable Blíster x20;Antiinflamatorio;163;95.74;SI
10589;Loratadina 5 mg/mL Loción Frasco 120 mL;Vitaminas;165;77.08;NO
10590;Complejo B 197 mg Suspensión Tubo 60 g;Antimicotico;139;30.17;SI
10591;Naproxeno 854 mg Ungüento Tubo 60 g;Antiacido;69;76.74;SI
10592;Atorvastatina 531 mg Aerosol Tubo 60 g;Antigripal;73;69.43;SI
10593;Vitamina C 944 mg Crema Blíster x20;Broncodilatador;188;85.49;NO
10594;Amoxicilina 440 mg Cápsula Tubo 30 g;Vitaminas;205;55.17;NO
10595;Ibuprofeno 191 mg Suspensión Blíster x30;Dermocosmetica;87;39.09;NO
10596;Hidrocortisona 725 mg Loción Frasco 100 mL;Antigripal;147;68.29;NO
10597;Azitromicina 30 mg Solución Tubo 30 g;Antiacido;223;73.63;SI
10598;Amlodipino 528 mg Crema Tubo 30 g;Dermocosmetica;158;78.49;NO
10599;Complejo B 389 mg Gel Frasco 60 mL;Analgesico;231;31.71;SI
10600;Metformina 12 mg/mL Gel Tubo 30 g;Vitaminas;169;62.95;SI
10601;Zinc 731 mg Champú Tubo 15 g;Antibiotico;54;59.58;SI
10602;Azitromicina 203 mg Jarabe Tubo 60 g;Antimicotico;246;37.22;SI
10603;Hierro 381 mg Ungüento Tubo 30 g;Antigripal;83;50.63;SI
10604;Ibuprofeno 780 mg Suspensión Frasco 120 mL;Vitaminas;220;94.51;NO
10605;Amlodipino 31 mg Inyectable Frasco 60 mL;Antihistaminico;238;4.00;NO
10606;Hierro 540 mg Gel Blíster x10;Antihistaminico;65;36.06;NO
10607;Loratadina 129 mg Aerosol Blíster x20;Antiacido;116;31.46;SI
10608;Amoxicilina 696 mg Cápsula Tubo 30 g;Antiacido;235;83.62;NO
10609;Hidrocortisona 239 mg Crema Frasco 100 mL;Antigripal;178;97.58;SI
10610;Salbutamol 411 mg Cápsula Tubo 60 g;Dermocosmetica;161;53.27;SI
10611;Naproxeno 708 mg Champú Blíster x30;Antiacido;190;8.51;SI
10612;Ketoconazol 936 mg Loción Frasco 100 mL;Antigripal;51;30.90;NO
10613;Ranitidina 556 mg Inyectable Blíster x20;Antiinflamatorio;29;9.50;NO
10614;Metformina 468 mg Inyectable Blíster x10;Vitaminas;89;74.86;NO
10615;Metformina 780 mg Inyectable Blíster x20;Broncodilatador;113;75.13;SI
10616;Diclofenaco 723 mg Cápsula Tubo 30 g;Antiacido;82;93.27;SI
10617;Loratadina 743 mg Champú Blíster x30;Dermocosmetica;76;60.33;SI
10618;Naproxeno 14 mg/mL Suspensión Tubo 15 g;Antigripal;39;15.33;SI
10619;Hidrocortisona 934 mg Inyectable Tubo 30 g;Antiinflamatorio;163;89.24;SI
10620;Diclofenaco 726 mg Jarabe Blíster x20;Antibiotico;218;93.67;NO
10621;Zinc 592 mg Tableta Tubo 60 g;Antihistaminico;37;92.69;SI
10622;Ketoconazol 487 mg Crema Blíster x30;Antigripal;213;63.53;NO
10623;Hidrocortisona 876 mg Ungüento Tubo 15 g;Antiacido;140;83.07;SI
10624;Salbutamol 871 mg Cápsula Blíster x10;Antihistaminico;144;38.78;NO
10625;Loratadina 160 mg Suspensión Frasco 60 mL;Antiinflamatorio;239;31.22;SI
10626;Complejo B 20 mg Gel Tubo 60 g;Antigripal;148;5.57;NO
10627;Losartán 17 mg/mL Jarabe Tubo 30 g;Antimicotico;72;56.27;SI
10628;Vitamina C 799 mg Jarabe Tubo 60 g;Antibiotico;233;48.01;SI
10629;Naproxeno 365 mg Gel Frasco 120 mL;Antigripal;82;34.10;NO
10630;Azitromicina 202 mg Gel Frasco 60 mL;Antiinflamatorio;250;76.18;SI
10631;Zinc 333 mg Aerosol Tubo 15 g;Antibiotico;170;91.85;NO
10632;Fluconazol 701 mg Ungüento Frasco 120 mL;Antigripal;244;75.39;NO
10633;Salbutamol 976 mg Tableta Frasco 100 mL;Analgesico;189;38.73;NO
10634;Ambroxol 979 mg Gel Tubo 15 g;Dermocosmetica;230;62.93;SI
10635;Capsaicina 600 mg Jarabe Blíster x20;Analgesico;59;35.67;SI
10636;Hidrocortisona 610 mg Gel Frasco 100 mL;Antigripal;20;78.05;SI
10637;Naproxeno 78 mg Gel Tubo 15 g;Analgesico;205;62.29;NO
10638;Zinc 815 mg Ungüento Blíster x20;Antigripal;137;83.04;SI
10639;Cefalexina 596 mg Solución Frasco 100 mL;Broncodilatador;127;69.57;NO
10640;Capsaicina 412 mg Crema Tubo 30 g;Broncodilatador;106;69.63;SI
10641;Metformina 200 mg Cápsula Tubo 30 g;Antihistaminico;15;94.11;SI
10642;Ibuprofeno 565 mg Crema Frasco 120 mL;Antiinflamatorio;153;64.02;NO
10643;Capsaicina 136 mg Gel Blíster x30;Antigripal;44;91.22;SI
10644;Clindamicina 989 mg Loción Tubo 15 g;Antigripal;213;46.86;SI
10645;Complejo B 13 mg/mL Inyectable Tubo 60 g;Antibiotico;180;27.84;NO
10646;Hidrocortisona 144 mg Suspensión Tubo 30 g;Antibiotico;144;76.81;SI
10647;Clindamicina 965 mg Crema Tubo 60 g;Antibiotico;130;44.90;NO
10648;Metformina 481 mg Jarabe Frasco 100 mL;Vitaminas;172;4.05;SI
10649;Ambroxol 324 mg Champú Blíster x20;Antimicotico;13;57.06;NO
10650;Clindamicina 644 mg Loción Frasco 120 mL;Antiacido;90;50.59;SI
10651;Fluconazol 799 mg Aerosol Tubo 15 g;Antiacido;210;36.88;NO
10652;Ibuprofeno 270 mg Crema Blíster x10;Antibiotico;38;70.84;NO
10653;Azitromicina 567 mg Solución Tubo 60 g;Antigripal;178;76.18;SI
10654;Paracetamol 88 mg Inyectable Blíster x20;Antiinflamatorio;234;85.66;SI
10655;Cefalexina 162 mg Champú Blíster x30;Antiinflamatorio;108;76.35;NO
10656;Losartán 636 mg Ungüento Tubo 30 g;Antibiotico;76;48.59;SI
10657;Amoxicilina 460 mg Solución Frasco 120 mL;Analgesico;215;88.53;SI
10658;Capsaicina 46 mg Champú Tubo 30 g;Antiacido;222;68.03;SI
10659;Salbutamol 977 mg Loción Frasco 60 mL;Antibiotico;226;29.89;SI
10660;Salbutamol 453 mg Solución Blíster x20;Antiinflamatorio;14;74.34;SI
10661;Cefalexina 362 mg Champú Frasco 100 mL;Antigripal;20;56.25;NO
10662;Omeprazol 391 mg Cápsula Blíster x20;Antibiotico;153;93.93;SI
10663;Capsaicina 4 mg/mL Crema Blíster x10;Antimicotico;112;5.20;SI
10664;Paracetamol 3 mg/mL Solución Tubo 30 g;Antiacido;240;28.58;NO
10665;Fluconazol 728 mg Aerosol Frasco 120 mL;Analgesico;97;40.46;SI
10666;Diclofenaco 934 mg Champú Frasco 120 mL;Analgesico;208;84.36;SI
10667;Ketoconazol 377 mg Aerosol Frasco 100 mL;Analgesico;199;88.95;NO
10668;Cefalexina 922 mg Inyectable Tubo 15 g;Dermocosmetica;165;9.64;NO
10669;Acetilcisteína 750 mg Aerosol Blíster x20;Antigripal;17;63.74;NO
10670;Omeprazol 663 mg Champú Blíster x20;Antiinflamatorio;159;60.97;NO
10671;Capsaicina 494 mg Aerosol Blíster x20;Antigripal;10;33.18;NO
10672;Naproxeno 235 mg Suspensión Blíster x30;Antibiotico;146;65.18;NO
10673;Diclofenaco 431 mg Solución Blíster x20;Broncodilatador;146;46.03;NO
10674;Atorvastatina 17 mg/mL Jarabe Tubo 60 g;Analgesico;61;63.72;SI
10675;Amlodipino 449 mg Crema Frasco 100 mL;Antiacido;118;85.65;SI
10676;Ketoconazol 440 mg Loción Tubo 60 g;Analgesico;119;33.99;NO
10677;Hidrocortisona 947 mg Solución Frasco 100 mL;Antibiotico;250;64.94;SI
10678;Dexametasona 624 mg Inyectable Frasco 100 mL;Antiacido;171;77.36;NO
10679;Loratadina 670 mg Ungüento Blíster x30;Dermocosmetica;195;44.90;NO
10680;Azitromicina 715 mg Solución Blíster x10;Vitaminas;4;98.25;SI
10681;Amlodipino 578 mg Suspensión Tubo 30 g;Dermocosmetica;1;49.67;SI
10682;Omeprazol 289 mg Ungüento Blíster x20;Analgesico;216;70.70;NO
10683;Clindamicina 632 mg Tableta Frasco 100 mL;Dermocosmetica;54;5.97;NO
10684;Zinc 123 mg Champú Tubo 15 g;Antiinflamatorio;154;72.15;SI
10685;Ketoconazol 7 mg/mL Cápsula Tubo 15 g;Antigripal;170;95.14;NO
10686;Vitamina C 1 mg/mL Loción Frasco 100 mL;Antimicotico;124;31.19;NO
10687;Metformina 805 mg Gotas Tubo 60 g;Vitaminas;207;63.50;SI
10688;Ibuprofeno 946 mg Champú Blíster x20;Broncodilatador;113;76.16;SI
10689;Ketoconazol 247 mg Gel Blíster x20;Broncodilatador;224;68.58;NO
10690;Metformina 910 mg Ungüento Frasco 100 mL;Antimicotico;16;15.48;SI
10691;Dexametasona 323 mg Loción Frasco 60 mL;Antihistaminico;3;75.55;NO
10692;Naproxeno 613 mg Ungüento Tubo 30 g;Antimicotico;178;69.43;SI
10693;Clotrimazol 945 mg Tableta Frasco 120 mL;Antimicotico;48;33.58;NO
10694;Complejo B 396 mg Jarabe Blíster x30;Antibiotico;38;33.14;SI
10695;Complejo B 940 mg Tableta Tubo 60 g;Dermocosmetica;37;77.67;NO
10696;Dexametasona 20 mg/mL Tableta Frasco 120 mL;Vitaminas;172;97.99;SI
10697;Ranitidina 208 mg Aerosol Blíster x20;Vitaminas;142;98.19;SI
10698;Losartán 624 mg Crema Frasco 120 mL;Antiinflamatorio;46;27.69;NO
10699;Losartán 930 mg Ungüento Frasco 100 mL;Dermocosmetica;28;83.37;SI
10700;Hidrocortisona 16 mg/mL Champú Blíster x30;Antiacido;126;82.20;SI
10701;Loratadina 8 mg/mL Suspensión Tubo 15 g;Dermocosmetica;176;77.70;NO
10702;Naproxeno 4 mg/mL Inyectable Blíster x20;Vitaminas;217;73.57;SI
10703;Hierro 88 mg Loción Frasco 120 mL;Analgesico;148;9.50;NO
10704;Omeprazol 702 mg Loción Tubo 15 g;Vitaminas;174;13.91;SI
10705;Omeprazol 547 mg Loción Frasco 120 mL;Dermocosmetica;72;31.94;SI
10706;Loratadina 98 mg Loción Blíster x10;Antihistaminico;231;42.11;SI
10707;Amlodipino 217 mg Gel Blíster x30;Broncodilatador;193;12.97;SI
10708;Salbutamol 25 mg Champú Frasco 60 mL;Antihistaminico;190;71.92;NO
10709;Cefalexina 919 mg Aerosol Frasco 120 mL;Antiinflamatorio;29;8.02;SI
10710;Hidrocortisona 410 mg Loción Blíster x30;Antiinflamatorio;81;52.89;SI
10711;Hierro 128 mg Crema Blíster x30;Vitaminas;182;38.37;SI
10712;Hierro 456 mg Inyectable Blíster x20;Antihistaminico;35;43.86;SI
10713;Atorvastatina 127 mg Ungüento Tubo 15 g;Antigripal;131;17.06;SI
10714;Vitamina C 8 mg/mL Suspensión Frasco 100 mL;Antibiotico;101;37.81;SI
10715;Ibuprofeno 2 mg/mL Gotas Frasco 120 mL;Antibiotico;183;71.92;SI
10716;Fluconazol 431 mg Crema Blíster x30;Analgesico;76;80.98;NO
10717;Clindamicina 270 mg Tableta Tubo 30 g;Dermocosmetica;79;27.26;NO
10718;Zinc 15 mg/mL Gotas Frasco 120 mL;Antihistaminico;196;25.19;NO
10719;Paracetamol 791 mg Ungüento Blíster x20;Antiacido;97;75.83;SI
10720;Acetilcisteína 334 mg Gotas Frasco 100 mL;Vitaminas;81;84.58;SI
10721;Capsaicina 803 mg Loción Tubo 60 g;Antigripal;124;10.50;SI
10722;Salbutamol 784 mg Solución Tubo 30 g;Antigripal;243;33.16;NO
10723;Clindamicina 349 mg Gel Blíster x20;Antiinflamatorio;79;99.42;SI
10724;Ibuprofeno 4 mg/mL Cápsula Tubo 15 g;Antimicotico;244;73.07;NO
10725;Naproxeno 304 mg Cápsula Blíster x30;Antimicotico;139;50.43;NO
10726;Complejo B 51 mg Ungüento Tubo 60 g;Antihistaminico;124;94.91;NO
10727;Atorvastatina 130 mg Jarabe Frasco 100 mL;Antiinflamatorio;73;15.10;SI
10728;Clindamicina 833 mg Tableta Blíster x10;Antiinflamatorio;30;64.43;SI
10729;Clotrimazol 113 mg Cápsula Tubo 60 g;Broncodilatador;143;76.09;SI
10730;Hidrocortisona 245 mg Champú Frasco 60 mL;Antiacido;114;45.96;SI
10731;Complejo B 910 mg Cápsula Blíster x20;Broncodilatador;92;82.75;SI
10732;Paracetamol 13 mg/mL Suspensión Tubo 15 g;Antiinflamatorio;26;46.17;SI
10733;Capsaicina 86 mg Gotas Blíster x10;Antihistaminico;123;92.16;NO
10734;Fluconazol 703 mg Aerosol Frasco 60 mL;Antiacido;51;91.42;NO
10735;Complejo B 799 mg Ungüento Frasco 100 mL;Broncodilatador;33;12.50;SI
10736;Fluconazol 340 mg Aerosol Tubo 30 g;Antiinflamatorio;226;67.88;NO
10737;Hidrocortisona 5 mg/mL Inyectable Frasco 120 mL;Vitaminas;57;76.42;NO
10738;Omeprazol 344 mg Inyectable Tubo 15 g;Antihistaminico;81;69.26;NO
10739;Amoxicilina 361 mg Jarabe Tubo 30 g;Broncodilatador;227;55.38;NO
10740;Hidrocortisona 245 mg Inyectable Frasco 60 mL;Analgesico;214;23.53;SI
10741;Clotrimazol 482 mg Inyectable Blíster x30;Antihistaminico;233;99.69;SI
10742;Acetilcisteína 537 mg Tableta Tubo 15 g;Antimicotico;162;60.71;NO
10743;Complejo B 290 mg Cápsula Frasco 120 mL;Antibiotico;156;23.03;SI
10744;Clindamicina 1 mg/mL Gotas Tubo 30 g;Antibiotico;4;79.75;NO
10745;Fluconazol 627 mg Suspensión Tubo 60 g;Dermocosmetica;34;52.65;SI
10746;Complejo B 11 mg/mL Gel Blíster x20;Analgesico;153;16.50;NO
10747;Cefalexina 388 mg Loción Frasco 60 mL;Antiinflamatorio;31;56.90;SI
10748;Cefalexina 456 mg Cápsula Frasco 120 mL;Antigripal;0;16.13;NO
10749;Amlodipino 11 mg/mL Gotas Frasco 100 mL;Dermocosmetica;120;43.22;NO
10750;Ambroxol 445 mg Cápsula Blíster x20;Broncodilatador;121;20.89;NO
10751;Ranitidina 18 mg/mL Champú Tubo 30 g;Broncodilatador;37;47.03;SI
10752;Hidrocortisona 758 mg Suspensión Tubo 60 g;Analgesico;199;8.56;NO
10753;Azitromicina 160 mg Suspensión Blíster x30;Antiinflamatorio;23;69.33;SI
10754;Hierro 911 mg Aerosol Tubo 15 g;Antimicotico;200;10.71;SI
10755;Dexametasona 333 mg Gel Frasco 60 mL;Antigripal;107;94.97;SI
10756;Acetilcisteína 19 mg/mL Jarabe Frasco 60 mL;Antiinflamatorio;120;5.62;SI
10757;Salbutamol 832 mg Loción Blíster x10;Antiinflamatorio;45;93.95;NO
10758;Amoxicilina 286 mg Jarabe Tubo 60 g;Antimicotico;57;55.29;NO
10759;Losartán 213 mg Suspensión Tubo 30 g;Vitaminas;123;16.88;SI
10760;Ranitidina 565 mg Aerosol Frasco 120 mL;Antibiotico;212;67.24;NO
10761;Fluconazol 90 mg Aerosol Tubo 15 g;Antimicotico;143;92.39;SI
10762;Metformina 818 mg Champú Tubo 15 g;Antiinflamatorio;89;86.92;NO
10763;Clindamicina 10 mg/mL Inyectable Blíster x30;Antiacido;48;11.83;SI
10764;Cefalexina 270 mg Inyectable Tubo 15 g;Antibiotico;140;67.45;SI
10765;Clindamicina 535 mg Gel Tubo 60 g;Broncodilatador;162;88.19;SI
10766;Naproxeno 909 mg Cápsula Tubo 15 g;Antiinflamatorio;142;72.41;SI
10767;Complejo B 962 mg Gotas Tubo 30 g;Antimicotico;137;46.80;NO
10768;Metformina 272 mg Tableta Blíster x30;Vitaminas;201;42.51;SI
10769;Losartán 636 mg Tableta Tubo 15 g;Antiacido;118;43.83;NO
10770;Losartán 516 mg Tableta Frasco 60 mL;Broncodilatador;240;15.52;NO
10771;Complejo B 839 mg Jarabe Blíster x20;Antigripal;11;91.18;SI
10772;Vitamina C 510 mg Jarabe Tubo 30 g;Dermocosmetica;125;40.03;SI
10773;Vitamina C 706 mg Gotas Blíster x20;Antihistaminico;216;53.71;NO
10774;Losartán 721 mg Cápsula Tubo 15 g;Antiacido;155;38.32;SI
10775;Ketoconazol 601 mg Aerosol Frasco 60 mL;Antimicotico;221;85.96;NO
10776;Complejo B 9 mg/mL Tableta Tubo 30 g;Antiacido;236;77.99;SI
10777;Ketoconazol 2 mg/mL Gotas Tubo 30 g;Antihistaminico;124;91.54;SI
10778;Clindamicina 7 mg/mL Solución Tubo 60 g;Antigripal;198;92.80;SI
10779;Acetilcisteína 219 mg Gotas Blíster x10;Dermocosmetica;82;71.01;SI
10780;Vitamina C 16 mg/mL Champú Tubo 30 g;Broncodilatador;140;37.83;NO
